ville_nom,ville_code_postal,ville_population_2012,ville_longitude_deg,ville_latitude_deg
SAINT-MAURICE-DE-BEYNOST,1700,3900,4.96667,45.8333
DAGNEUX,1120,3900,5.06667,45.85
BELLEU,2200,3900,3.33333,49.3667
VIVIERS,7220,3900,4.68333,44.4833
FUMAY,8170,3900,4.7,49.9833
LEUCATE,11370,3900,3.03333,42.9167
GREASQUE,13850,3900,5.55,43.4333
MAURIAC,15200,3900,2.33333,45.2167
CHATEAUBERNARD,16100,3900,-0.314444,45.6725
SAINT-PALAIS-SUR-MER,17420,3900,-1.08333,45.6333
LE CHATEAU-D'OLERON,17480,3900,-1.2,45.9
DUN-SUR-AURON,18130,3900,2.56667,46.8833
IS-SUR-TILLE,21120,3900,5.1,47.5167
PLENEUF-VAL-ANDRE,22370,3900,-2.55,48.6
PRIGONRIEUX,24130,3900,0.4,44.85
HERIMONCOURT,25310,3900,6.88333,47.4333
LE COUDRAY,28630,3900,1.49695,48.4209
PUJAUT,30131,3900,4.78333,44
UCHAUD,30620,3900,4.26667,43.75
FONTENILLES,31470,3900,1.2,43.55
EAUZE,32800,3900,0.1,43.8667
SAINT-LAURENT-MEDOC,33112,3900,-0.821944,45.1503
MONTADY,34310,3900,3.11667,43.3333
GOVEN,35580,3900,-1.85,48
BEDEE,35137,3900,-1.95,48.1833
BOURGUEIL,37140,3900,0.166667,47.2833
MONNAIE,37380,3900,0.783333,47.5
MONTBAZON,37250,3900,0.716667,47.2833
SAINT-CLAIR-DU-RHONE,38370,3900,4.78333,45.4333
VINAY,38470,3900,5.4,45.2167
BAS-EN-BASSET,43210,3900,4.1,45.3
VIEILLEVIGNE,44116,3900,-1.43333,46.9667
SOUILLAC,46200,3900,1.48333,44.9
LE MAY-SUR-EVRE,49122,3900,-0.9,47.1333
SAINTE-GEMMES-SUR-LOIRE,49130,3900,-0.5575,47.4256
VILLEDIEU-LES-POELES,50800,3900,-1.21667,48.8333
SUIPPES,51600,3900,4.53333,49.1333
LOUVERNE,53950,3900,-0.7,48.1333
L'HUISSERIE,53970,3900,-0.766667,48.0167
SAULXURES-LES-NANCY,54420,3900,6.25,48.6833
NIVILLAC,56130,3900,-2.28333,47.5333
CLOUANGE,57120,3900,6.1,49.2667
BERGUES,59380,3900,2.43333,50.9667
PROVIN,59185,3900,2.91667,50.5167
MAING,59233,3900,3.48333,50.3
THUMERIES,59239,3900,03.05,50.4833
GONDECOURT,59147,3900,2.98333,50.55
RIBECOURT-DRESLINCOURT,60170,3900,2.9225,49.51
DOMFRONT,61700,3900,-0.65,48.6
VIMOUTIERS,61120,3900,0.2,48.9167
BIACHE-SAINT-VAAST,62118,3900,2.95,50.3
BLANZAT,63112,3900,3.08333,45.8333
JUILLAN,65290,3900,0.016667,43.2
MILLAS,66170,3900,2.7,42.7
BOUXWILLER,67330,3900,7.48278,48.8253
BLOTZHEIM,68730,3900,7.48333,47.6
COURS-LA-VILLE,69470,3900,4.32139,46.1003
SAINT-MARTIN-EN-HAUT,69850,3900,4.55,45.65
CHAZAY-D'AZERGUES,69380,3900,4.71667,45.8667
COMMUNAY,69360,3900,4.83333,45.6
MOUTIERS,73600,3900,6.53333,45.4833
MEGEVE,74120,3900,6.61667,45.8667
FRENEUSE,78840,3900,1.6,49.05
VINON-SUR-VERDON,83560,3900,5.8,43.7167
LA TOUR-D'AIGUES,84240,3900,5.55,43.7333
BRETIGNOLLES-SUR-MER,85470,3900,-1.86667,46.6333
DOMPIERRE-SUR-YON,85170,3900,-1.36667,46.7333
MIGNALOUX-BEAUVOIR,86550,3900,0.416667,46.55
SAINT-ETIENNE-LES-REMIREMONT,88200,3900,6.61667,48.0333
VILLIERS-SUR-ORGE,91700,3900,2.3,48.65
LES ANSES-D'ARLET,97217,3852,-61.0806,14.4906
MONTMERLE-SUR-SAONE,1090,3800,4.76667,46.0833
AVERMES,3000,3800,3.3,46.5833
VARENNES-SUR-ALLIER,3150,3800,3.4,46.3167
LE ROURET,6650,3800,7.01667,43.6833
BARBENTANE,13570,3800,4.75,43.9
GRAVESON,13690,3800,4.76667,43.85
YTRAC,15000,3800,2.36667,44.9167
BRIE,16590,3800,0.240833,45.7378
VAUX-SUR-MER,17640,3800,-1.03333,45.65
TROUY,18570,3800,2.35,47.0167
ERQUY,22430,3800,-2.46667,48.6333
PLAINTEL,22940,3800,-2.81667,48.4
BEAUMONT-LES-VALENCE,26760,3800,4.96667,44.8667
CLEDER,29233,3800,-4.1,48.6667
PONT-DE-BUIS-LES-QUIMERCH,29590,3800,3.91,48.2545
ARAMON,30390,3800,4.68333,43.8833
SAINT-HIPPOLYTE-DU-FORT,30170,3800,3.85,43.9667
GENERAC,30510,3800,4.35,43.7333
CAVEIRAC,30820,3800,4.26667,43.8167
CAISSARGUES,30132,3800,4.38333,43.8
PECHBONNIEU,31140,3800,1.46667,43.7
CASTELNAU-DE-MEDOC,33480,3800,-0.8,45.0333
VILLENEUVE-LES-BEZIERS,34420,3800,3.26667,43.3167
GEVEZE,35850,3800,-1.78333,48.2167
VEZIN-LE-COQUET,35132,3800,-1.75,48.1167
LOUVIGNE-DU-DESERT,35420,3800,-1.13333,48.4833
LA BOUEXIERE,35340,3800,-1.43333,48.1833
DESCARTES,37160,3800,0.697778,46.9737
JARRIE,38560,3800,5.76667,45.1167
ALLEVARD,38580,3800,6.06667,45.4
CORENC,38700,3800,5.76667,45.2167
INDRE,44610,3800,0.32889,47.1987
GORGES,44190,3800,-1.3,47.1
COURTENAY,45320,3800,03.05,48.0333
ECOUFLANT,49000,3800,-0.533333,47.5333
SAINT-PAIR-SUR-MER,50380,3800,-1.56667,48.8167
MONTMIRAIL,51210,3800,3.53333,48.8667
JOINVILLE,52300,3800,5.13333,48.45
ETAIN,55400,3800,5.63333,49.2167
MORHANGE,57340,3800,6.63333,48.9167
LONGEVILLE-LES-METZ,57050,3800,6.13333,49.1167
DIEUZE,57260,3800,6.71667,48.8167
LONGEVILLE-LES-SAINT-AVOLD,57740,3800,6.63333,49.1167
IMPHY,58160,3800,3.25,46.9333
HERIN,59195,3800,3.45,50.35
TOUFFLERS,59390,3800,3.23333,50.6667
COYE-LA-FORET,60580,3800,2.46667,49.15
SAINT-MARTIN-AU-LAERT,62500,3800,2.23333,50.75
FREVENT,62270,3800,2.28333,50.2667
AIX-NOULETTE,62160,3800,2.7,50.4167
NEUFCHATEL-HARDELOT,62152,3800,1.63333,50.6167
IDRON,64320,3800,-0.311667,43.2889
ASCAIN,64310,3800,-1.61667,43.35
BAGES,66670,3800,2.89695,42.6059
PLOBSHEIM,67115,3800,7.71667,48.4667
CONDRIEU,69420,3800,4.76667,45.45
COLLONGES-AU-MONT-D'OR,69660,3800,4.83333,45.8167
FOUGEROLLES,70220,3800,6.4,47.8833
BASSENS,73000,3800,5.93333,45.5833
MODANE,73500,3800,6.66667,45.2
EPAGNY,74330,3800,6.1,45.9333
VIUZ-EN-SALLAZ,74250,3800,6.41667,46.15
ALLINGES,74200,3800,6.46667,46.3333
SEVRIER,74320,3800,6.13333,45.8667
SAINT-ROMAIN-DE-COLBOSC,76430,3800,0.366667,49.5333
CHESSY,77700,3800,2.76667,48.8833
JUZIERS,78820,3800,1.85,49
BEAUMONT-DE-LOMAGNE,82500,3800,0.983333,43.8833
SAINT-GEORGES-DE-MONTAIGU,85600,3800,-1.3,46.95
SAINT-GEORGES-LES-BAILLARGEAUX,86130,3800,0.4,46.6667
ROCHECHOUART,87600,3800,0.816667,45.8167
LE THILLOT,88160,3800,6.76495,47.8795
MONETEAU,89470,3800,3.58333,47.85
BALLAINVILLIERS,91160,3800,2.28333,48.6667
PRESLES,95590,3800,2.3,49.1167
CARBET,97221,3771,14.7108,-61.1826
BASSE-POINTE,97218,3711,14.8527,-61.1278
CESSY,1170,3700,6.06667,46.3167
SAINT-GERMAIN-DES-FOSSES,3260,3700,3.43333,46.2
SAINT-JEANNET,6640,3700,7.15,43.75
BEAULIEU-SUR-MER,6310,3700,7.33333,43.7
VALS-LES-BAINS,7600,3700,4.36667,44.6667
TROARN,14670,3700,-0.183333,49.1833
ROULLET-SAINT-ESTEPHE,16440,3700,0.0472222,45.5837
ANGOULINS,17690,3700,0.890001,46.1042
ALLASSAC,19240,3700,1.48333,45.25
TREBEURDEN,22560,3700,-3.56667,48.7667
PLESTIN-LES-GREVES,22310,3700,-3.63333,48.65
CHATEAUNEUF-SUR-ISERE,26300,3700,4.93473,45.0139
ANNEYRON,26140,3700,4.9,45.2667
ETREPAGNY,27150,3700,1.61667,49.3
PLOUESCAT,29430,3700,-4.16667,48.6667
PLOUVIEN,29860,3700,-4.45,48.5333
PLOUDANIEL,29260,3700,-4.31667,48.5333
CHATEAUNEUF-DU-FAOU,29540,3700,-3.81667,48.1833
PLEYBEN,29190,3700,-3.96667,48.2333
ROQUES,31120,3700,1.375,43.5083
MIRANDE,32300,3700,0.416667,43.5167
LECTOURE,32700,3700,0.616667,43.9333
LA BREDE,33650,3700,-0.528611,44.6814
ORGERES,35230,3700,-1.66667,48
CHAVAGNE,35310,3700,-1.78333,48.05
PONT-PEAN,35131,3700,0.295279,48.0128
L'HERMITAGE,35590,3700,-1.81667,48.1333
SAINT-AUBIN-DU-CORMIER,35140,3700,-1.4,48.2667
LA CHAPELLE-DES-FOUGERETZ,35520,3700,0.267223,48.1773
ARDENTES,36120,3700,1.83333,46.75
RENAGE,38140,3700,5.48333,45.3333
SOORTS-HOSSEGOR,40150,3700,-1.4,43.6667
GENILAC,42800,3700,4.58167,45.5323
CHARLIEU,42190,3700,4.18333,46.15
BONSON,42160,3700,4.23333,45.5167
SAINT-HEAND,42570,3700,4.36667,45.5167
LA PLAINE-SUR-MER,44770,3700,-2.16667,47.1333
NOZAY,44170,3700,-1.63333,47.5667
SANDILLON,45640,3700,2.03333,47.85
PUJOLS,47300,3700,0.683333,44.4
LA SEGUINIERE,49280,3700,-0.933333,47.0667
LE LION-D'ANGERS,49220,3700,-0.716667,47.6333
REHON,54430,3700,5.75,49.5
CARLING,57490,3700,6.71667,49.1667
GARCHIZY,58600,3700,3.1,47.05
AVESNES-LES-AUBERT,59129,3700,3.38333,50.2
ROEULX,59172,3700,3.33333,50.3
NEUVILLE-SAINT-REMY,59554,3700,3.23333,50.1833
VERBERIE,60410,3700,2.73333,49.3167
SAINT-GERMAIN-DU-CORBEIS,61000,3700,0.066667,48.4167
MEURCHIN,62410,3700,2.88333,50.5
LUMBRES,62380,3700,2.13333,50.7
VIOLAINES,62138,3700,2.78333,50.5333
SAINT-ELOY-LES-MINES,63700,3700,2.83333,46.15
GELOS,64110,3700,-0.366667,43.2833
VILLENEUVE-DE-LA-RAHO,66180,3700,2.91667,42.6333
AMELIE-LES-BAINS-PALALDA,66110,3700,2.66667,42.4667
TURCKHEIM,68230,3700,7.28333,48.0833
CHAMPAGNEY,70290,3700,6.68223,47.7059
SAINT-LOUP-SUR-SEMOUSE,70800,3700,6.26667,47.8833
GIVRY,71640,3700,4.74306,46.7823
SAINT-PIERRE-D'ALBIGNY,73250,3700,6.15,45.5667
GRESY-SUR-AIX,73100,3700,5.95,45.7167
CRUSEILLES,74350,3700,6.11667,46.0333
SAINT-NICOLAS-D'ALIERMONT,76510,3700,1.21667,49.8833
CHEVRY-COSSIGNY,77173,3700,2.66667,48.7167
SAINT-MARD,77230,3700,2.7,49.0333
CELLES-SUR-BELLE,79370,3700,-0.2,46.2667
LE REVEST-LES-EAUX,83200,3700,6.56667,43.3667
BELLEVILLE-SUR-VIE,85170,3700,-1.43333,46.7833
LA VERRIE,85130,3700,-1,46.9667
BEAUVOIR-SUR-MER,85230,3700,-2.05,46.9167
CORNIMONT,88310,3700,6.83333,47.9667
BOISSY-SOUS-SAINT-YON,91790,3700,2.21667,48.55
FORGES-LES-BAINS,91470,3700,2.1,48.6167
SANTENY,94440,3700,2.56667,48.7167
SURVILLIERS,95470,3700,2.55,49.1
MARIGOT,97225,3603,14.8221,-61.0305
NANTUA,1460,3600,5.61667,46.15
LES MEES,4190,3600,5.98333,44.0333
PIERREVERT,4860,3600,5.75,43.8167
SAINT-CEZAIRE-SUR-SIAGNE,6780,3600,6.8,43.65
VERSON,14790,3600,-0.45,49.15
SAINT-PIERRE-SUR-DIVES,14170,3600,-0.033333,49.0167
RUFFEC,16700,3600,0.2,46.0167
AIGREFEUILLE-D'AUNIS,17290,3600,-0.933333,46.1167
JONZAC,17500,3600,-0.433333,45.45
OBJAT,19130,3600,1.41667,45.2667
USSAC,19270,3600,1.61667,45.1167
LANVALLAY,22100,3600,-2.03333,48.45
NEUVIC,24190,3600,0.466667,45.1
BAVANS,25550,3600,6.73333,47.4833
SAINT-DONAT-SUR-L'HERBASSE,26260,3600,5,45.1167
BEUZEVILLE,27210,3600,0.35,49.3333
LE VAUDREUIL,27100,3600,1.21667,49.25
SAINT-REMY-SUR-AVRE,28380,3600,1.25,48.7667
LOPERHET,29470,3600,-4.3,48.3833
PLOMEUR,29120,3600,-4.28333,47.8333
ROSCOFF,29680,3600,-3.98333,48.7333
LANDEDA,29870,3600,-4.56667,48.5833
PLOUGONVELIN,29217,3600,-4.71667,48.35
CLARENSAC,30870,3600,4.21667,43.8167
GRATENTOUR,31150,3600,1.43333,43.7167
VIC-FEZENSAC,32190,3600,0.3,43.7667
CARIGNAN-DE-BORDEAUX,33360,3600,-0.474722,44.815
LUNEL-VIEL,34400,3600,4.08333,43.6833
MONTAGNAC,34530,3600,3.48333,43.4833
SAINT-GILLES,35590,3600,-1.83333,48.15
RETIERS,35240,3600,-1.38333,47.9167
SAINT-MELOIR-DES-ONDES,35350,3600,-1.9,48.65
NAZELLES-NEGRON,37530,3600,0.953333,47.4323
CHANCEAUX-SUR-CHOISILLE,37390,3600,0.7,47.4667
SAINT-MARTIN-LA-PLAINE,42800,3600,4.6,45.5333
ESPALY-SAINT-MARCEL,43000,3600,3.86667,45.05
LE CELLIER,44850,3600,-1.35,47.3167
CAMPBON,44750,3600,-1.96667,47.4167
SAINT-CERE,46400,3600,1.9,44.8667
BAUGE,49150,3600,-0.1,47.5417
MOREAC,56500,3600,-2.81667,47.9167
NOYAL-PONTIVY,56920,3600,-2.88333,48.0667
SAINT-NOLFF,56250,3600,-2.65,47.7
ALLAIRE,56350,3600,-2.16667,47.6333
SAINTE-MARIE-AUX-CHENES,57118,3600,6,49.2
LANDRECIES,59550,3600,3.7,50.1333
BORNEL,60540,3600,2.21667,49.2
ESTREES-SAINT-DENIS,60190,3600,2.65,49.4333
SAINT-LEONARD,62360,3600,1.61667,50.6833
MOZAC,63200,3600,3.1,45.8833
VILLAGE-NEUF,68128,3600,7.56667,47.6
BOLLWILLER,68540,3600,7.25,47.8667
STAFFELFELDEN,68850,3600,7.25,47.8167
ORBEY,68370,3600,7.16667,48.1333
SOUCIEU-EN-JARREST,69510,3600,4.7,45.6833
CHAPONNAY,69970,3600,4.93333,45.6167
LE BREUIL,71670,3600,4.48333,46.8
LA CHAPELLE-DE-GUINCHAY,71570,3600,4.75,46.2
SARGE-LES-LE-MANS,72190,3600,0.233333,48.0333
CHAMPAGNE,72470,3600,0.333333,48.0333
SAINT-CALAIS,72120,3600,0.75,47.9167
LA BAZOGE,72650,3600,0.15,48.1
SILLINGY,74330,3600,6.03333,45.95
COLLONGES-SOUS-SALEVE,74160,3600,6.14501,46.1412
BOISSISE-LE-ROI,77310,3600,2.56667,48.5333
MELLE,79500,3600,-0.133333,46.2167
SALERNES,83690,3600,6.23333,43.55
PUGET-VILLE,83390,3600,6.13333,43.2833
MONDRAGON,84430,3600,4.71667,44.2333
BENET,85490,3600,-0.6,46.3667
RUPT-SUR-MOSELLE,88360,3600,6.66667,47.9333
MONTREAL-LA-CLUSE,1460,3500,5.57084,46.1867
BELLIGNAT,1810,3500,5.61667,46.25
SAINT-MICHEL,2830,3500,4.13333,49.9167
LARAGNE-MONTEGLIN,5300,3500,5.82222,44.3158
SAINT-PAUL-DE-VENCE,6570,3500,7.11667,43.7
SOSPEL,6380,3500,7.45,43.8833
VRIGNE-AUX-BOIS,8330,3500,4.85,49.7333
TARASCON-SUR-ARIEGE,9400,3500,1.6,42.85
MEYRARGUES,13650,3500,5.53333,43.6333
FONTVIEILLE,13990,3500,5.48333,43.3167
ARGENCES,14370,3500,-0.166667,49.1333
CHATEAUNEUF-SUR-CHARENTE,16120,3500,-0.05,45.6
FLEAC,16730,3500,0.1,45.6667
SAINT-GEORGES-D'OLERON,17190,3500,-1.33333,45.9833
SAINTE-SOULLE,17220,3500,-1.01667,46.1833
QUEVERT,22100,3500,-2.08333,48.4667
BINIC,22520,3500,-2.83333,48.6
PLESLIN-TRIGAVOU,22490,3500,1.94528,48.535
SAINT-CAST-LE-GUILDO,22380,3500,-2.26667,48.6333
BROU,28160,3500,1.18333,48.2167
LA LOUPE,28240,3500,1.01667,48.4667
COMBRIT,29120,3500,-4.15,47.8833
ROUSSON,30340,3500,4.15,44.2
BEAUVOISIN,30640,3500,4.31667,43.7167
ROQUETTES,31120,3500,1.35,43.5
MONDONVILLE,31700,3500,1.28333,43.6667
LABEGE,31670,3500,1.53333,43.5333
PLELAN-LE-GRAND,35380,3500,-2.1,48
GUIPRY,35480,3500,-1.83333,47.8167
MINIAC-MORVAN,35540,3500,-1.9,48.5167
ROMILLE,35850,3500,-1.9,48.2167
SERVON-SUR-VILAINE,35530,3500,-1.45,48.1167
NOTRE-DAME-D'OE,37390,3500,0.716667,47.45
FROGES,38190,3500,5.91667,45.2667
ARBOIS,39600,3500,5.76667,46.9
PEYREHORADE,40300,3500,-1.1,43.55
SAINT-OUEN,41100,3500,1.08333,47.8167
SAINT-ROMAIN-LE-PUY,42610,3500,4.11667,45.55
PELUSSIN,42410,3500,4.68333,45.4167
VALS-PRES-LE-PUY,43750,3500,3.86667,45.0167
ARTHON-EN-RETZ,44320,3500,-1.95,47.1167
LA CHAPELLE-DES-MARAIS,44410,3500,-2.25,47.45
SAINT-AIGNAN-GRANDLIEU,44860,3500,0.369445,47.1239
VARADES,44370,3500,-1.03333,47.3833
GRAMAT,46500,3500,1.71667,44.7833
LAYRAC,47390,3500,0.666667,44.1333
LES PIEUX,50340,3500,-1.8,49.5167
PLUMELIAU,56930,3500,-2.96667,47.9667
BELZ,56550,3500,-3.16667,47.6833
LA MACHINE,58260,3500,3.46667,46.8833
MARZY,58180,3500,3.1,46.9833
COULANGES-LES-NEVERS,58660,3500,3.18333,47
BAVAY,59570,3500,3.78333,50.3
HASNON,59178,3500,3.38333,50.4167
STEENWERCK,59181,3500,2.78333,50.7
HOUPLIN-ANCOISNE,59263,3500,3,50.5667
CIRES-LES-MELLO,60660,3500,2.36667,49.2667
SAMER,62830,3500,1.75,50.6333
SERRES-CASTET,64121,3500,-0.35,43.3833
CLAIRA,66530,3500,2.95,42.75
MARLENHEIM,67520,3500,7.5,48.6167
MERTZWILLER,67580,3500,7.68333,48.8667
GUNDERSHOFFEN,67110,3500,7.66667,48.9
BARTENHEIM,68870,3500,7.46667,47.6333
PUSIGNAN,69330,3500,5.06667,45.75
LA TOUR-DE-SALVAGNY,69890,3500,4.71667,45.8167
MILLERY,69390,3500,4.76667,45.6333
VIRY,74580,3500,6.03333,46.1167
FORGES-LES-EAUX,76440,3500,1.55,49.6167
LIZY-SUR-OURCQ,77440,3500,3.03333,49.0167
MAREIL-MARLY,78750,3500,2.08333,48.8833
MEZIERES-SUR-SEINE,78970,3500,1.8,48.9667
BRESSOLS,82710,3500,1.33333,43.9667
LABASTIDE-SAINT-PIERRE,82370,3500,1.36667,43.9167
ROCBARON,83136,3500,6.08333,43.3
LAPALUD,84840,3500,4.68333,44.3
SAINT-FULGENT,85250,3500,-1.18333,46.85
LA BRUFFIERE,85530,3500,-1.2,47.0167
FONTAINE-LE-COMTE,86240,3500,0.266667,46.5333
CONTREXEVILLE,88140,3500,5.9,48.1833
DANJOUTIN,90400,3500,6.86667,47.6167
GHISONACCIA,20240,3500,9.40501,42.0164
ARBENT,1100,3400,5.68333,46.3
VILLENEUVE,4180,3400,5.86667,43.9
VIVIER-AU-COURT,8440,3400,4.83333,49.7333
MAZERES,9270,3400,1.67806,43.2517
BAR-SUR-SEINE,10110,3400,4.36667,48.1167
QUILLAN,11500,3400,2.18333,42.8667
COUDOUX,13111,3400,5.25,43.55
CHANIERS,17610,3400,-0.55,45.7167
LA GUERCHE-SUR-L'AUBOIS,18150,3400,2.95,46.95
QUESSOY,22120,3400,-2.66667,48.4167
ROSTRENEN,22110,3400,-3.31667,48.2333
NONTRON,24300,3400,0.666667,45.5333
ETUPES,25460,3400,6.86667,47.5
VOUJEAUCOURT,25420,3400,6.76667,47.4667
MONTELIER,26120,3400,5.03333,44.9333
SAINT-ANDRE-DE-L'EURE,27220,3400,1.28333,48.9
BRETEUIL,27160,3400,0.913889,48.8362
GALLARDON,28320,3400,1.7,48.5333
CHAMPHOL,28300,3400,1.5,48.4667
PLOUARZEL,29810,3400,-4.73333,48.4333
PLUGUFFAN,29700,3400,-4.18333,47.9833
REDESSAN,30129,3400,4.5,43.8333
SAINT-AMBROIX,30500,3400,4.18333,44.25
MONTRABE,31850,3400,1.51667,43.65
CASTELMAUROU,31180,3400,1.53139,43.6767
MACAU,33460,3400,-0.616667,45.0167
SADIRAC,33670,3400,-0.416667,44.7833
CASTILLON-LA-BATAILLE,33350,3400,-0.033333,44.85
MONTFERRIER-SUR-LEZ,34980,3400,3.85,43.6667
NISSAN-LEZ-ENSERUNE,34440,3400,3.13333,43.2833
PAULHAN,34230,3400,3.45,43.5333
MARAUSSAN,34370,3400,3.15,43.3667
PIPRIAC,35550,3400,-1.95,47.8167
BRETEIL,35160,3400,-1.9,48.15
BAINS-SUR-OUST,35600,3400,-2.06667,47.7
SAINT-MAUR,36250,3400,1.63333,46.8
AZAY-LE-RIDEAU,37190,3400,0.466667,47.2667
SAINT-SAVIN,38300,3400,5.3,45.6333
LE BOURG-D'OISANS,38520,3400,6.03333,45.05
SAINT-CHEF,38890,3400,5.36667,45.6333
VAULNAVEYS-LE-HAUT,38410,3400,5.8,45.1167
MONTRICHARD,41400,3400,1.18333,47.35
ONZAIN,41150,3400,1.18333,47.5
CONTRES,41700,3400,1.43333,47.4167
SAINT-GERVAIS-LA-FORET,41350,3400,1.35,47.5667
SAINT-GERMAIN-LAPRADE,43700,3400,3.96667,45.0333
GENESTON,44140,3400,0.487223,47.0556
SAINT-GILDAS-DES-BOIS,44530,3400,-2.03333,47.5167
PETIT-MARS,44390,3400,-1.45,47.4
GETIGNE,44190,3400,-1.25,47.0667
SAFFRE,44390,3400,-1.56667,47.5
CHAINGY,45380,3400,1.76667,47.8833
ORMES,45140,3400,1.8,47.9333
BRAIN-SUR-L'AUTHION,49800,3400,-0.416667,47.45
SAINT-BRICE-COURCELLES,51370,3400,3.98584,49.2614
SURZUR,56450,3400,-2.63333,47.5833
COCHEREN,57800,3400,6.85,49.15
KNUTANGE,57240,3400,6.03333,49.3333
PROVILLE,59267,3400,3.2,50.1667
ALLENNES-LES-MARAIS,59251,3400,2.95,50.5333
ESCAUDOEUVRES,59161,3400,3.26667,50.2
CHOISY-AU-BAC,60750,3400,2.88333,49.4333
WIZERNES,62570,3400,2.23333,50.7167
SAINTE-CATHERINE,62223,3400,2.76667,50.3
ARTIX,64170,3400,-0.55,43.4
BARBAZAN-DEBAT,65690,3400,0.116667,43.2
ISSENHEIM,68500,3400,7.26667,47.9
RICHWILLER,68120,3400,7.28333,47.7833
SAINT-SYMPHORIEN-SUR-COISE,69590,3400,4.45,45.6333
LA ROCHETTE,73110,3400,6.10833,45.4583
AIME,73210,3400,6.65,45.55
TANINGES,74440,3400,6.6,46.1167
PRINGY,74370,3400,6.11667,45.95
DOUSSARD,74210,3400,6.21667,45.7667
SAINT-GERMAIN-SUR-MORIN,77860,3400,2.85,48.8833
THOMERY,77810,3400,2.78333,48.4
RIVERY,80136,3400,2.31667,49.9167
MONTBETON,82290,3400,1.3,44.0167
GRISOLLES,82170,3400,1.28333,43.8333
LAURIS,84360,3400,5.31667,43.75
SAINT-LAURENT-SUR-SEVRE,85290,3400,-0.883333,46.95
VOUILLE,86190,3400,0.166667,46.6333
SAINT-GEORGES-SUR-BAULCHE,89000,3400,3.53306,47.8053
ANGERVILLE,91670,3400,2,48.3167
BRIIS-SOUS-FORGES,91640,3400,2.11667,48.6167
BRUYERES-SUR-OISE,95820,3400,2.31667,49.1667
PUISEUX-EN-FRANCE,95380,3400,2.48333,49.0667
MONTSOULT,95560,3400,2.31667,49.0667
CAPESTERRE-DE-MARIE-GALANTE,97140,3381,15.8901,-61.222
REPLONGES,1620,3300,4.88333,46.3
FERE-EN-TARDENOIS,2130,3300,3.51667,49.2
SAINTE-TULLE,4220,3300,5.76667,43.7833
LE CHEYLARD,7160,3300,4.41667,44.9
BOURCEFRANC-LE-CHAPUS,17560,3300,0.852501,45.8473
ECHILLAIS,17620,3300,-0.95,45.9
SANCOINS,18600,3300,2.91667,46.8333
PLOUER-SUR-RANCE,22490,3300,-2,48.5333
PLOUEZEC,22470,3300,-2.98333,48.75
SAINT-EVARZEC,29170,3300,-4.01667,47.9333
LA FORET-FOUESNANT,29940,3300,-3.98333,47.9167
CARANTEC,29660,3300,-3.91667,48.6667
BOHARS,29820,3300,-4.51667,48.4333
BOURG-BLANC,29860,3300,-4.5,48.5
PLOBANNALEC-LESCONIL,29740,3300,-4.21667,47.8167
ANDUZE,30140,3300,3.98333,44.05
RIEUMES,31370,3300,1.11667,43.4167
LHERM,31600,3300,1.22195,43.43
VAYRES,33870,3300,-0.316667,44.9
LATRESNE,33360,3300,-0.483333,44.7833
MIREVAL,34110,3300,3.8,43.5
ROCHECORBON,37210,3300,0.75,47.4167
LE PONT-DE-BEAUVOISIN,38480,3300,5.66667,45.5333
ESTRABLIN,38780,3300,4.96667,45.5167
CREMIEU,38460,3300,5.25,45.7167
MONT-PRES-CHAMBORD,41250,3300,1.45,47.5667
TENCE,43190,3300,4.28333,45.1167
SAINT-DIDIER-EN-VELAY,43140,3300,4.28333,45.3
PUISEAUX,45390,3300,2.46667,48.2
FERRIERES-EN-GATINAIS,45210,3300,2.78333,48.0833
FAY-AUX-LOGES,45450,3300,2.13333,47.9333
PRADINES,46090,3300,1.4,44.4833
DURTAL,49430,3300,-0.25,47.6667
SAINT-GEORGES-SUR-LOIRE,49170,3300,-0.766667,47.4167
CONDE-SUR-VIRE,50890,3300,-1.03333,49.05
DONVILLE-LES-BAINS,50350,3300,-1.56667,48.85
HUSSIGNY-GODBRANGE,54590,3300,5.86667,49.4833
ERDEVEN,56410,3300,-3.15,47.6333
CLEGUER,56620,3300,2.61611,47.8542
PLUMERGAT,56400,3300,-2.91667,47.75
CRACH,56950,3300,-3.00833,47.6167
GROSBLIEDERSTROFF,57520,3300,7.01667,49.15
VALMONT,57730,3300,6.7,49.0833
FRETIN,59273,3300,3.13333,50.55
LA SENTINELLE,59174,3300,3.48333,50.35
BOUSSOIS,59168,3300,04.05,50.2833
TEMPLEMARS,59175,3300,03.05,50.5667
ORRY-LA-VILLE,60560,3300,2.51667,49.1333
NANTEUIL-LE-HAUDOUIN,60440,3300,2.8,49.1333
ANDEVILLE,60570,3300,2.16667,49.25
PRECY-SUR-OISE,60460,3300,2.36667,49.2
CREVECOEUR-LE-GRAND,60360,3300,2.08333,49.6
SAINT-VENANT,62350,3300,2.55,50.6167
VERQUIN,62131,3300,2.63333,50.5
LAPUGNOY,62122,3300,2.53333,50.5167
ORCINES,63870,3300,3.01667,45.7833
BRASSAC-LES-MINES,63570,3300,3.33333,45.4
VEYRE-MONTON,63960,3300,3.16667,45.6833
NAY,64800,3300,-0.262222,43.18
ARGELES-GAZOST,65400,3300,-0.1,43.0167
WEYERSHEIM,67720,3300,7.8,48.7167
