ville_nom,ville_code_postal,ville_population_2012,ville_longitude_deg,ville_latitude_deg
MARLES-LES-MINES,62540,5800,2.51667,50.5
COULOGNE,62137,5800,1.88333,50.9167
MUTZIG,67190,5800,7.46667,48.5333
JONAGE,69330,5800,5.03333,45.8
SAINT-MARCEL,71380,5800,4.9,46.7833
COGNIN,73160,5800,5.9,45.5667
THONES,74230,5800,6.33333,45.8833
BAILLY-ROMAINVILLIERS,77700,5800,2.81667,48.8333
ORGEVAL,78630,5800,1.98333,48.9167
LE LAVANDOU,83980,5800,6.36667,43.1333
SARRIANS,84260,5800,4.96667,44.0833
JAUNAY-CLAN,86130,5800,0.366667,46.6833
NAINTRE,86530,5800,0.483333,46.7667
FEYTIAT,87220,5800,1.33333,45.8
BOUFFEMONT,95570,5800,2.3,49.05
VIRIAT,1440,5700,5.21667,46.25
LA BOUILLADISSE,13720,5700,5.58333,43.4
CHATILLON-SUR-SEINE,21400,5700,4.55,47.85
PORDIC,22590,5700,-2.81667,48.5833
LORIOL-SUR-DROME,26270,5700,4.81667,44.75
MANDUEL,30129,5700,4.46667,43.8167
ESCALQUENS,31750,5700,1.56667,43.5167
AUDENGE,33980,5700,-1,44.6833
COURNONTERRAL,34660,5700,3.71667,43.55
SAINT-MAURICE-L'EXIL,38550,5700,4.78333,45.4
SALBRIS,41300,5700,02.05,47.4259
BRIARE,45250,5700,2.73333,47.6333
SULLY-SUR-LOIRE,45600,5700,2.36667,47.7667
LONGUYON,54260,5700,5.6,49.4333
PLOEREN,56880,5700,-2.88333,47.65
BAUD,56150,5700,-3.01667,47.8667
TEMPLEUVE,59242,5700,3.16667,50.5333
SAINT-LAURENT-BLANGY,62223,5700,2.8,50.3
LANNEMEZAN,65300,5700,0.383333,43.1333
ALTKIRCH,68130,5700,7.25,47.6167
SAINT-JORIOZ,74410,5700,6.16667,45.8333
SAINT-GERVAIS-LES-BAINS,74190,5700,6.71667,45.9
CLEON,76410,5700,1.03333,49.3167
SAINT-PIERRE-LES-NEMOURS,77140,5700,2.68333,48.2667
SOUPPES-SUR-LOING,77460,5700,2.73333,48.1833
CHEVREUSE,78460,5700,02.05,48.7
RAMBERVILLERS,88700,5700,6.63333,48.35
LARDY,91510,5700,2.26667,48.5167
GAUCHY,2430,5600,3.26667,49.8167
PORT-LA-NOUVELLE,11210,5600,03.05,43.0167
CONDE-SUR-NOIREAU,14110,5600,-0.55,48.85
NIEUL-SUR-MER,17137,5600,-1.16667,46.2
MONTBARD,21500,5600,4.33333,47.6167
MONTPON-MENESTEROL,24700,5600,0.166667,45
PENMARCH,29760,5600,3.66223,47.8123
PLONEOUR-LANVERN,29720,5600,-4.28333,47.9
MILHAUD,30540,5600,4.3,43.7833
CORNEBARRIEU,31700,5600,1.33333,43.65
SAINT-ALBAN,31140,5600,1.41667,43.7
PLEURTUIT,35730,5600,-2.06667,48.5833
TIGNIEU-JAMEYZIEU,38230,5600,5.18333,45.7333
SAINT-GENEST-LERPT,42530,5600,4.33333,45.45
SAINT-GALMIER,42330,5600,4.31667,45.5833
BONCHAMP-LES-LAVAL,53960,5600,-0.7,48.0667
WALLERS,59135,5600,3.4,50.3667
OYE-PLAGE,62215,5600,02.05,50.9833
ANNEZIN,62232,5600,2.61667,50.5333
DOURGES,62119,5600,2.98333,50.4333
USTARITZ,64480,5600,-1.45,43.4
VENDENHEIM,67550,5600,7.71667,48.6667
MAMERS,72600,5600,0.383333,48.35
SAINT-ALBAN-LEYSSE,73230,5600,5.95806,45.58
THYEZ,74300,5600,6.53333,46.0833
OCTEVILLE-SUR-MER,76930,5600,0.116667,49.55
LE TREPORT,76470,5600,1.36667,50.0667
FRANQUEVILLE-SAINT-PIERRE,76520,5600,1.18,49.4012
ESBLY,77450,5600,2.81667,48.9
MAGNANVILLE,78200,5600,1.68333,48.9667
GAREOULT,83136,5600,06.05,43.3333
MAZAN,84380,5600,5.13333,44.05
RUNGIS,94150,5600,2.35,48.75
MAGNY-EN-VEXIN,95420,5600,1.78333,49.15
GRAND-BOURG,97112,5530,15.8828,-61.3157
BOGNY-SUR-MEUSE,8120,5500,4.76778,49.8508
TREBES,11800,5500,2.43333,43.2167
LUC-LA-PRIMAUBE,12450,5500,2.53333,44.3167
MARENNES,17320,5500,-1.11667,45.8167
NUITS-SAINT-GEORGES,21700,5500,4.95,47.1333
GENLIS,21110,5500,5.21667,47.2333
LAUDUN-L'ARDOISE,30290,5500,4.66667,44.1
ARES,33740,5500,-1.1394,44.7671
CASTRIES,34160,5500,3.98333,43.6667
VENDARGUES,34740,5500,3.96667,43.65
COMBOURG,35270,5500,-1.75,48.4167
MELESSE,35520,5500,-1.7,48.2167
MOREZ,39400,5500,6.03333,46.5167
PONT-SAINT-MARTIN,44860,5500,-1.58333,47.1167
HAUTE-GOULAINE,44115,5500,-1.43333,47.2
QUERQUEVILLE,50460,5500,-1.7,49.6667
L'HOPITAL,57490,5500,6.73333,49.1667
FAULQUEMONT,57380,5500,6.6,49.05
BITCHE,57230,5500,7.43333,49.05
SAINGHIN-EN-WEPPES,59184,5500,2.9,50.55
GRAND-FORT-PHILIPPE,59153,5500,2.10833,51
FLERS-EN-ESCREBIEUX,59128,5500,03.05,50.4
SAINT-JUST-EN-CHAUSSEE,60130,5500,2.43333,49.5
LOISON-SOUS-LENS,62218,5500,2.86667,50.4333
LEZOUX,63190,5500,3.38333,45.8333
WASSELONNE,67310,5500,7.45,48.6333
REICHSHOFFEN,67110,5500,7.66667,48.9333
SAINTE-MARIE-AUX-MINES,68160,5500,7.18333,48.25
MONTCHANIN,71210,5500,4.45,46.75
CHAGNY,71150,5500,4.75,46.9167
BOIS-LE-ROI,77590,5500,2.7,48.4667
AIXE-SUR-VIENNE,87700,5500,1.13333,45.8
VITTEL,88800,5500,5.95,48.2
MARLY-LA-VILLE,95670,5500,2.5,49.0833
PARMAIN,95620,5500,2.21667,49.1167
PORT-LOUIS,97117,5440,16.4272,-61.5106
GUISE,2120,5400,3.63333,49.9
BAR-SUR-AUBE,10200,5400,4.71667,48.2333
SAINT-MITRE-LES-REMPARTS,13920,5400,5.01667,43.45
LA SOUTERRAINE,23300,5400,1.48333,46.2333
SAINT-ASTIER,24110,5400,0.528056,45.1453
FRONTON,31620,5400,1.4,43.85
LESPARRE-MEDOC,33340,5400,-0.933333,45.3
VIAS,34450,5400,3.41667,43.3
GIGEAN,34770,5400,3.7,43.5
SAINT-MARTIN-LE-VINOUX,38950,5400,5.71667,45.2
AUREC-SUR-LOIRE,43110,5400,4.2,45.3667
MURS-ERIGNE,49130,5400,-0.55,47.4
KERVIGNAC,56700,5400,-3.23333,47.7667
SANTES,59211,5400,2.95,50.6
FENAIN,59179,5400,3.3,50.3667
FERRIERE-LA-GRANDE,59680,5400,4,50.25
FLINES-LEZ-RACHES,59148,5400,3.18306,50.4267
MOUY,60250,5400,2.31667,49.3167
GUINES,62340,5400,1.86667,50.8667
DAINVILLE,62000,5400,2.71667,50.2833
CEYRAT,63122,5400,3.06667,45.7333
SAINT-PEE-SUR-NIVELLE,64310,5400,-1.55,43.35
BENFELD,67230,5400,7.6,48.3667
BRINDAS,69126,5400,4.68333,45.7167
SAINT-CYR-AU-MONT-D'OR,69450,5400,4.81667,45.8
MORNANT,69440,5400,4.66667,45.6167
SAINT-PATHUS,77178,5400,2.8,49.0667
BUC,78530,5400,2.13333,48.7667
LA CRECHE,79260,5400,-0.3,46.3609
NUEIL-LES-AUBIERS,79250,5400,-0.59,46.9373
LONGUEAU,80330,5400,2.35,49.8667
MONTAUROUX,83440,5400,6.76667,43.6167
TRANS-EN-PROVENCE,83720,5400,6.48333,43.5
POUZAUGES,85700,5400,-0.833333,46.7833
CALVI,20260,5400,8.75667,42.5678
PREVESSIN-MOENS,1280,5300,6.08333,46.25
CHATEAU-ARNOUX-SAINT-AUBAN,4160,5300,6.00917,44.0942
SAINT-CANNAT,13760,5300,5.3,43.6167
PEYPIN,13124,5300,5.58333,43.3833
LE PUY-SAINTE-REPARADE,13610,5300,5.43333,43.6667
L'ISLE-D'ESPAGNAC,16340,5300,0.2,45.6667
DOMPIERRE-SUR-MER,17139,5300,-1.06667,46.1833
BAUME-LES-DAMES,25110,5300,6.36667,47.35
SAINT-RAMBERT-D'ALBON,26140,5300,4.81667,45.2833
EPERNON,28230,5300,1.68333,48.6167
VILLEMUR-SUR-TARN,31340,5300,1.51667,43.8667
IZON,33450,5300,-0.366667,44.9167
CANCALE,35260,5300,-1.85,48.6833
SAINT-MARTIN-D'URIAGE,38410,5300,5.83333,45.15
SURY-LE-COMTAL,42450,5300,4.16667,45.5333
HERBIGNAC,44410,5300,-2.31667,47.45
VIGNEUX-DE-BRETAGNE,44360,5300,-1.73333,47.3167
SAINT-PRYVE-SAINT-MESMIN,45750,5300,1.86667,47.8833
BOE,47550,5300,0.633333,44.1667
LA GLACERIE,50470,5300,-1.56667,49.6
FISMES,51170,5300,3.68333,49.3
SAINT-MEMMIE,51470,5300,4.38333,48.95
CHANGE,53810,5300,-0.8,48.1
BRIEY,54150,5300,5.93333,49.25
PLOUAY,56240,5300,-3.33333,47.9167
LA CHARITE-SUR-LOIRE,58400,5300,3.01889,47.177
BAUVIN,59221,5300,2.88333,50.5167
WORMHOUT,59470,5300,2.46667,50.8833
GAN,64290,5300,-0.383333,43.2333
ILLE-SUR-TET,66130,5300,2.61667,42.6667
LE BOULOU,66160,5300,2.83333,42.5167
SAUSHEIM,68390,5300,7.36667,47.7833
ANSE,69480,5300,4.71667,45.9333
BOURBON-LANCY,71140,5300,3.78333,46.6167
MARNAZ,74460,5300,6.53333,46.0667
NANTEUIL-LES-MEAUX,77100,5300,2.9,48.9333
MAGNY-LE-HONGRE,77700,5300,2.81667,48.8667
ROSNY-SUR-SEINE,78710,5300,1.63333,49
MONTECH,82700,5300,1.23333,43.95
LA CADIERE-D'AZUR,83740,5300,5.76667,43.2
SAINT-TROPEZ,83990,5300,6.63333,43.2667
COURTHEZON,84350,5300,4.88333,44.0833
AMBAZAC,87240,5300,1.4,45.95
TONNERRE,89700,5300,3.96667,47.85
VILLENEUVE-SUR-YONNE,89500,5300,3.3,48.0833
EGLY,91520,5300,2.21667,48.5833
BAILLIF,97123,5214,16.025,-61.7287
PLAINE-DES-PALMISTES,97431,5213,-21.134,55.6296
SAINT-DENIS-LES-BOURG,1000,5200,5.2,46.2
ORAISON,4700,5200,5.91667,43.9167
SIGEAN,11130,5200,2.98333,43.0333
ENSUES-LA-REDONNE,13820,5200,5.2,43.35
PUILBOREAU,17138,5200,-1.1,46.1833
BRIEC,29510,5200,-4,48.1
SCAER,29390,5200,-3.7,48.0333
CHATEAULIN,29150,5200,-4.08333,48.2
BANNALEC,29380,5200,-3.7,47.9333
ROQUEMAURE,30150,5200,4.78333,44.05
LA GRAND-COMBE,30110,5200,4.03333,44.2167
CASTELNAU-D'ESTRETEFONDS,31620,5200,1.36667,43.7833
PAUILLAC,33250,5200,-0.75,45.2
LE PIAN-MEDOC,33290,5200,-0.633333,44.9667
SAINT-GEORGES-D'ORQUES,34680,5200,3.78333,43.6167
GIGNAC,34150,5200,3.55,43.65
ARGENTON-SUR-CREUSE,36200,5200,1.51667,46.5833
CHATEAU-RENAULT,37110,5200,0.916667,47.5833
LES AVENIERES,38630,5200,5.56667,45.6333
SAINT-ANDRE-DES-EAUX,44117,5200,-2.31667,47.3167
FUMEL,47500,5200,0.966667,44.5
SEZANNE,51120,5200,3.71667,48.7167
ARRADON,56610,5200,-2.83333,47.6333
LAMBRES-LEZ-DOUAI,59552,5200,3.06778,50.3531
OSTRICOURT,59162,5200,3.03333,50.45
CUCQ,62780,5200,1.61667,50.4833
NOYELLES-GODAULT,62950,5200,2.98333,50.4167
BLENDECQUES,62575,5200,2.26667,50.7167
FEGERSHEIM,67640,5200,7.68333,48.4833
LENTILLY,69210,5200,4.66667,45.8167
SAINT-SYMPHORIEN-D'OZON,69360,5200,4.86667,45.6333
SCIEZ,74140,5200,6.38333,46.3333
LE TRAIT,76580,5200,0.816667,49.4667
JOUARS-PONTCHARTRAIN,78760,5200,1.9,48.7833
CHAURAY,79180,5200,-0.383333,46.35
HAM,80400,5200,3.06667,49.75
PIERREFEU-DU-VAR,83390,5200,6.13333,43.2167
WISSOUS,91320,5200,2.33333,48.7333
SAINTRY-SUR-SEINE,91250,5200,2.5,48.6
ABLON-SUR-SEINE,94480,5200,2.41667,48.7167
SAINT-POURCAIN-SUR-SIOULE,3500,5100,3.28333,46.3
LA ROQUE-D'ANTHERON,13640,5100,5.31667,43.7167
NOVES,13550,5100,4.9,43.8667
MEYREUIL,13590,5100,5.5,43.4833
CHAMPNIERS,16430,5100,0.2,45.7167
MARSANNAY-LA-COTE,21160,5100,4.98333,47.2667
DONZERE,26290,5100,4.71667,44.45
LANNILIS,29870,5100,-4.51667,48.5667
BEAUZELLE,31700,5100,1.36667,43.6667
FENOUILLET,31150,5100,1.4,43.6833
SAINT-CLEMENT-DE-RIVIERE,34980,5100,3.84639,43.6837
CLAPIERS,34830,5100,3.88333,43.65
NOYAL-SUR-VILAINE,35530,5100,-1.51667,48.1167
BLERE,37150,5100,1,47.3333
PONT-EVEQUE,38780,5100,4.91667,45.5333
LA MURE,38350,5100,5.78751,44.9031
PARENTIS-EN-BORN,40160,5100,-1.06667,44.35
CHAZELLES-SUR-LYON,42140,5100,4.38333,45.6333
LA GRAND-CROIX,42320,5100,4.55,45.5
SAINTE-PAZANNE,44680,5100,-1.81667,47.1
LE POULIGUEN,44510,5100,-2.43333,47.2667
HERIC,44810,5100,-1.65,47.4167
POMPEY,54340,5100,6.11667,48.7667
SEICHAMPS,54280,5100,6.26667,48.7167
MOULINS-LES-METZ,57160,5100,6.1,49.1
DECHY,59187,5100,3.11667,50.35
MARQUISE,62250,5100,1.7,50.8167
SAINT-ETIENNE-AU-MONT,62360,5100,1.61667,50.6667
DESVRES,62240,5100,1.83333,50.6667
LE TOUQUET-PARIS-PLAGE,62520,5100,1.58333,50.5167
SAINT-POL-SUR-TERNOISE,62130,5100,2.33333,50.3833
DOUVRIN,62138,5100,2.83333,50.5167
BEAURAINS,62217,5100,2.78333,50.2667
VIC-EN-BIGORRE,65500,5100,0.05,43.3833
MUNDOLSHEIM,67450,5100,7.7,48.65
AMPLEPUIS,69550,5100,4.33333,45.9833
TERNAY,69360,5100,4.81667,45.6167
ARNAGE,72230,5100,0.183333,47.9333
CHALLES-LES-EAUX,73190,5100,5.98333,45.55
CRANVES-SALES,74380,5100,6.3,46.1833
FONTENAY-TRESIGNY,77610,5100,2.86667,48.7
SAINT-NOM-LA-BRETECHE,78860,5100,2.01667,48.85
VILLENNES-SUR-SEINE,78670,5100,2,48.95
AIFFRES,79230,5100,-0.416667,46.2833
VALENCE,82400,5100,0.916667,44.1
SOLLIES-TOUCAS,83210,5100,6.01667,43.2
BEDARRIDES,84370,5100,4.9,44.0333
MAROLLES-EN-BRIE,94440,5100,2.55,48.7333
MENUCOURT,95180,5100,1.98333,49.0167
SAINT-PHILIPPE,97442,5086,0,0
MORNE-ROUGE,97260,5083,14.7834,-61.1365
GRAND-SANTI,97340,5065,4.27555,-54.3839
LA ROQUETTE-SUR-SIAGNE,6550,5000,6.95,43.6
CAP-D'AIL,6320,5000,7.4,43.7167
LA VOULTE-SUR-RHONE,7800,5000,4.78333,44.8
ROQUEFORT-LA-BEDOULE,13830,5000,5.61667,43.25
SAINT-GEORGES-DE-DIDONNE,17110,5000,-1,45.6
PLOUMAGOAR,22970,5000,-3.13333,48.55
GRAND-CHARMONT,25200,5000,6.83333,47.5333
MANDEURE,25350,5000,6.8,47.45
SAINT-MARCEL-LES-VALENCE,26320,5000,4.95,44.9667
SAINT-MARCEL,27950,5000,1.45,49.1
CONCHES-EN-OUCHE,27190,5000,0.933333,48.9667
CARBONNE,31390,5000,1.23333,43.3
SAINT-JORY,31790,5000,1.38333,43.7333
CANEJAN,33610,5000,-0.654722,44.7631
BLAYE,33390,5000,-0.662222,45.1278
SAINT-ANDRE-DE-SANGONIS,34725,5000,3.5,43.65
DOL-DE-BRETAGNE,35120,5000,-1.75,48.55
LUYNES,37230,5000,0.55,47.3833
CHASSE-SUR-RHONE,38670,5000,4.81667,45.5667
LA CHAPELLE-BASSE-MER,44450,5000,-1.33333,47.2667
MARVEJOLS,48100,5000,3.28333,44.55
MOURMELON-LE-GRAND,51400,5000,4.36667,49.1333
RIANTEC,56670,5000,-3.31667,47.7167
PLUNERET,56400,5000,-2.96667,47.6833
QUIBERON,56170,5000,-3.11667,47.4833
LE QUESNOY,59530,5000,3.63333,50.25
AVESNES-SUR-HELPE,59440,5000,3.93333,50.1167
HAILLICOURT,62940,5000,2.58333,50.4667
SAINT-NICOLAS,62223,5000,2.775,50.3
SEMEAC,65600,5000,0.116667,43.2333
DRUSENHEIM,67410,5000,7.95,48.7667
OBERHAUSBERGEN,67205,5000,7.68333,48.6167
HORBOURG-WIHR,68180,5000,7.39445,48.0795
CHAMPAGNE-AU-MONT-D'OR,69410,5000,4.78333,45.8
SAINT-LAURENT-DE-MURE,69720,5000,5.03333,45.6833
QUINCY-VOISINS,77860,5000,2.88333,48.9
SAINT-SATURNIN-LES-AVIGNON,84450,5000,4.93333,43.95
MONTAIGU,85600,5000,-1.31667,46.9833
VALDOIE,90300,5000,6.85,47.6667
BEAUCOURT,90500,5000,6.91667,47.4833
BIEVRES,91570,5000,2.21667,48.75
KANI-KÉLI,97625,4920,45.1036,-12.9574
THOIRY,1710,4900,5.97973,46.2364
CHATILLON-SUR-CHALARONNE,1400,4900,4.96667,46.1167
DOUVRES-LA-DELIVRANDE,14440,4900,-0.383333,49.2833
TROUVILLE-SUR-MER,14360,4900,0.083333,49.3667
SAINT-MARTIN-DES-CHAMPS,29600,4900,-3.83333,48.5833
BRUGUIERES,31150,4900,1.41667,43.7333
SAINT-DENIS-DE-PILE,33910,4900,-0.2,45
JACOU,34830,4900,3.9,43.6667
PONT-DE-CHERUY,38230,4900,5.18333,45.75
SAINT-SEVER,40500,4900,-0.566667,43.7667
LA CHEVROLIERE,44118,4900,-1.61667,47.1
GUEMENE-PENFAO,44290,4900,-1.83333,47.6333
FOULAYRONNES,47510,4900,0.666667,44.2333
BEAUCOUZE,49070,4900,-0.633333,47.4667
NILVANGE,57240,4900,06.05,49.35
PETITE-FORET,59494,4900,3.48333,50.3667
MONTIGNY-EN-OSTREVENT,59182,4900,3.18695,50.3667
BREBIERES,62117,4900,3.01667,50.3333
MUNSTER,68140,4900,7.13333,48.05
RIBEAUVILLE,68150,4900,7.31667,48.2
GENAY,69730,4900,4.83333,45.9
NEUFCHATEL-EN-BRAY,76270,4900,1.45,49.7333
VAUX-SUR-SEINE,78740,4900,1.96667,49.0167
RABASTENS,81800,4900,1.75,43.8333
FAYENCE,83440,4900,6.68333,43.6167
LES ESSARTS,85140,4900,-1.23333,46.7667
VOUNEUIL-SOUS-BIARD,86580,4900,0.266667,46.5833
NEUVILLE-DE-POITOU,86170,4900,0.245833,46.6861
SAINT-FLORENTIN,89600,4900,3.73333,48
SAULX-LES-CHARTREUX,91160,4900,2.26667,48.6833
POMPIDOU PAPA ICHTON,97316,4827,3.92768,-54.0777
SAINT-ANDRE-DE-LA-ROCHE,6730,4800,7.28333,43.7333
PONT-SAINTE-MARIE,10150,4800,4.1,48.3167
VENTABREN,13122,4800,5.3,43.5333
GIBERVILLE,14730,4800,-0.283333,49.1833
SAINT-GERMAIN-DU-PUY,18390,4800,2.48333,47.1
VALDAHON,25800,4800,6.34473,47.1498
PACY-SUR-EURE,27120,4800,1.38333,49.0167
LEVES,28300,4800,1.48333,48.4667
LOCMARIA-PLOUZANE,29280,4800,3.35639,48.3748
POUSSAN,34560,4800,3.66667,43.4833
BREAL-SOUS-MONTFORT,35310,4800,-1.86667,48.05
LA VILLE-AUX-DAMES,37700,4800,0.766667,47.4
SAINT-MIHIEL,55300,4800,5.55,48.9
GRAND-CHAMP,56390,4800,-2.85,47.7667
PLOUHINEC,56680,4800,2.74889,47.6975
ELVEN,56250,4800,-2.58333,47.7333
BOULAY-MOSELLE,57220,4800,6.5,49.1833
THOUROTTE,60150,4800,2.88333,49.4833
LAVENTIE,62840,4800,2.76667,50.6333
SALIES-DE-BEARN,64270,4800,-0.916667,43.4833
CANOHES,66680,4800,2.83333,42.65
SOUFFLENHEIM,67620,4800,7.96667,48.8333
SCHWEIGHOUSE-SUR-MODER,67590,4800,7.72806,48.8192
ESCHAU,67114,4800,7.71667,48.4833
HABSHEIM,68440,4800,7.41667,47.7333
GREZIEU-LA-VARENNE,69290,4800,4.7,45.75
DOUVAINE,74140,4800,6.3,46.3167
LA BALME-DE-SILLINGY,74330,4800,6.03333,45.9667
TRILPORT,77470,4800,2.95,48.95
VENEUX-LES-SABLONS,77250,4800,2.8,48.3667
L'ETANG-LA-VILLE,78620,4800,2.06667,48.8667
NEGREPELISSE,82800,4800,1.51667,44.0667
SAINT-ZACHARIE,83640,4800,5.71667,43.3833
TOURVES,83170,4800,5.93333,43.4
L'ILE-D'YEU,85350,4800,1.65167,46.7242
NOIRMOUTIER-EN-L'ILE,85330,4800,-2.225,47.0083
BAVILLIERS,90850,4800,6.83333,47.6167
VILLABE,91100,4800,2.45,48.5833
SAINT-CHERON,91530,4800,2.11667,48.55
ANSE-BERTRAND,97121,4775,16.4714,-61.5099
ACOUA,97630,4714,45.0645,-12.7239
TOURRETTE-LEVENS,6690,4700,7.26667,43.7833
CUGES-LES-PINS,13780,4700,5.7,43.2833
MEZIDON-CANON,14270,4700,-0.07,49.0737
BARBEZIEUX-SAINT-HILAIRE,16300,4700,-0.155556,45.4728
YFFINIAC,22120,4700,-2.675,48.4833
LABARTHE-SUR-LEZE,31860,4700,1.4,43.45
SAINTE-EULALIE,33560,4700,-0.483333,44.9167
CADAUJAC,33140,4700,-0.533333,44.75
FLORENSAC,34510,4700,3.45,43.3833
SAINT-MATHIEU-DE-TREVIERS,34270,4700,3.85,43.7667
HEYRIEUX,38540,4700,05.05,45.6333
LA COTE-SAINT-ANDRE,38260,4700,5.25,45.3833
SAINT-MARTIN-DE-SEIGNANX,40390,4700,-1.38333,43.55
MONTROND-LES-BAINS,42210,4700,4.23333,45.6333
L'HORME,42152,4700,4.55,45.4833
MISSILLAC,44780,4700,-2.16667,47.4833
SAINT-JEAN-DE-BOISEAU,44640,4700,-1.71667,47.2
MAZE,49250,4700,-0.266667,47.45
WITRY-LES-REIMS,51420,4700,4.11667,49.3
BACCARAT,54120,4700,6.75,48.45
PLESCOP,56890,4700,-2.8,47.7
PHALSBOURG,57370,4700,7.26667,48.7667
ARS-SUR-MOSELLE,57130,4700,6.06667,49.0833
FOURCHAMBAULT,58180,4700,3.08333,47.0167
WERVICQ-SUD,59117,4700,03.05,50.7667
BRAY-DUNES,59123,4700,2.51667,51.0833
MARCHIENNES,59870,4700,3.28223,50.4081
SAINT-LEU-D'ESSERENT,60340,4700,2.41667,49.2167
AUDRUICQ,62370,4700,2.08333,50.8833
BILLOM,63160,4700,3.35,45.7167
VIC-LE-COMTE,63270,4700,3.25,45.6333
BIZANOS,64320,4700,-0.35,43.2833
BANYULS-SUR-MER,66650,4700,3.13333,42.4833
ROSHEIM,67190,4700,7.46667,48.5
CHARBONNIERES-LES-BAINS,69260,4700,4.73333,45.7833
VAUGNERAY,69670,4700,4.65,45.7333
SAINT-GENIS-LES-OLLIERES,69290,4700,4.73333,45.75
PARIGNE-L'EVEQUE,72250,4700,0.366667,47.9333
CHATEAU-DU-LOIR,72500,4700,0.416667,47.7
BARBERAZ,73000,4700,5.93333,45.55
BONS-EN-CHABLAIS,74890,4700,6.37028,46.2645
MOUROUX,77120,4700,3.03333,48.8167
LE PORT-MARLY,78560,4700,2.11667,48.8833
PIOLENC,84420,4700,4.76667,44.1833
AUBIGNAN,84810,4700,5.01667,44.1
CONDAT-SUR-VIENNE,87920,4700,1.23333,45.8
SAINT-LEONARD-DE-NOBLAT,87400,4700,1.48333,45.8333
LA BRESSE,88250,4700,6.88333,48
MILLY-LA-FORET,91490,4700,2.46667,48.4
NOZAY,91620,4700,2.23333,48.65
MAROLLES-EN-HUREPOIX,91630,4700,2.3,48.5667
COUBRON,93470,4700,2.58333,48.9167
VIARMES,95270,4700,2.36667,49.1333
FURIANI,20600,4700,9.41445,42.6581
SAINTE-ANNE,97227,4684,14.4367,-60.8809
FORCALQUIER,4300,4600,5.78333,43.9667
LEVENS,6670,4600,7.21667,43.8667
DRAP,6340,4600,7.31667,43.75
CAPDENAC-GARE,12700,4600,2.08333,44.5667
ROGNES,13840,4600,5.35,43.6667
SAINT-XANDRE,17138,4600,-1.1,46.2
MARANS,17230,4600,-1,46.3
SAINT-PANTALEON-DE-LARCHE,19600,4600,1.45,45.1333
PLOUHA,22580,4600,-2.93333,48.6833
BEGARD,22140,4600,-3.3,48.6333
SAINT-VIT,25410,4600,5.81667,47.1833
PONT-DE-ROIDE,25150,4600,6.76667,47.3833
CHATUZANGE-LE-GOUBET,26300,4600,5.08333,45
ETOILE-SUR-RHONE,26800,4600,4.9,44.8333
SAINT-SEBASTIEN-DE-MORSENT,27180,4600,1.08333,49.0167
PLOUIGNEAU,29610,4600,-3.7,48.5667
CALVISSON,30420,4600,4.18333,43.7833
MERVILLE,31330,4600,1.31667,43.7333
QUINT-FONSEGRIVES,31130,4600,1.52611,43.5848
BAZAS,33430,4600,-0.216667,44.4333
MORCENX,40110,4600,-0.916667,44.0333
LAMOTTE-BEUVRON,41600,4600,2.01667,47.6
SELLES-SUR-CHER,41130,4600,1.55,47.2667
GRANDCHAMPS-DES-FONTAINES,44119,4600,0.394723,47.365
GOURDON,46300,4600,1.38333,44.7333
CASTELJALOUX,47700,4600,0.1,44.3167
SAINTE-MENEHOULD,51800,4600,4.9,49.0833
CRAON,53400,4600,-0.95,47.85
DIEULOUARD,54380,4600,6.06667,48.85
SARRALBE,57430,4600,7.01667,49
AUBERCHICOURT,59165,4600,3.23333,50.3333
SOLESMES,59730,4600,3.5,50.1833
BOUSBECQUE,59166,4600,3.08333,50.7667
GUESNAIN,59287,4600,3.15,50.35
SEES,61500,4600,0.166667,48.6
SANGATTE,62231,4600,1.75,50.9333
VOLVIC,63530,4600,03.05,45.8667
LE CENDRE,63670,4600,3.2,45.7333
MOUGUERRE,64990,4600,-1.41667,43.4667
HERRLISHEIM,67850,4600,7.9,48.7333
ROUFFACH,68250,4600,7.28333,47.9667
INGERSHEIM,68040,4600,7.3,48.1
CLUNY,71250,4600,4.65,46.4333
ECOMMOY,72220,4600,0.266667,47.8333
MONTVILLE,76710,4600,1.07556,49.5464
CERIZAY,79140,4600,-0.666667,46.8167
CAMON,80450,4600,2.35,49.8833
CAUMONT-SUR-DURANCE,84510,4600,4.95,43.9
LA FERRIERE,85280,4600,-1.31667,46.7167
CHASSENEUIL-DU-POITOU,86360,4600,0.366667,46.65
CHARMES,88130,4600,6.28333,48.3667
OLLAINVILLE,91290,4600,2.21667,48.5833
LA FRETTE-SUR-SEINE,95530,4600,2.18333,48.9667
CHAMPAGNE-SUR-OISE,95660,4600,2.25,49.1333
ESPALION,12500,4500,2.76667,44.5167
MIMET,13105,4500,5.5,43.4167
PEYROLLES-EN-PROVENCE,13860,4500,5.58333,43.65
CORMELLES-LE-ROYAL,14123,4500,-0.330278,49.1539
JARNAC,16200,4500,-0.166667,45.6833
LA TREMBLADE,17390,4500,-1.13333,45.7667
AUBEVOYE,27940,4500,1.33333,49.15
MAINTENON,28130,4500,1.58333,48.5833
PLOURIN-LES-MORLAIX,29600,4500,2.21028,48.535
SOMMIERES,30250,4500,4.08333,43.7833
PINS-JUSTARET,31860,4500,1.38333,43.4798
PRADES-LE-LEZ,34730,4500,3.86667,43.7
